t,u,y
49.62000000,0.67933273,353.57144165
49.64000000,0.67933273,347.14288330
49.66000000,0.67933273,334.28573608
49.68000000,0.67933273,334.28573608
49.70000000,0.67933273,321.42858887
49.72000000,0.67933273,321.42858887
49.74000000,0.67933273,315.00003052
49.76000000,0.89712590,308.57144165
49.78000000,0.89712590,308.57144165
49.80000000,0.89712590,315.00003052
49.82000000,0.89712590,321.42858887
49.84000000,0.89712590,327.85717773
49.86000000,0.89712590,334.28573608
49.88000000,0.89712590,340.71432495
49.90000000,0.89712590,340.71432495
49.92000000,0.67933273,347.14288330
49.94000000,0.67933273,347.14288330
49.96000000,0.67933273,334.28573608
49.98000000,0.67933273,327.85717773
50.00000000,0.67933273,321.42858887
50.02000000,0.67933273,315.00003052
50.04000000,0.67933273,308.57144165
50.06000000,0.67933273,308.57144165
50.08000000,0.67933273,308.57144165
50.10000000,0.67933273,295.71432495
50.12000000,0.67933273,295.71432495
50.14000000,0.67933273,295.71432495
50.16000000,0.67933273,295.71432495
50.18000000,0.67933273,295.71432495
50.20000000,0.67933273,289.28573608
50.22000000,0.67933273,295.71432495
50.24000000,0.89712590,289.28573608
50.26000000,0.89712590,289.28573608
50.28000000,0.89712590,302.14288330
50.30000000,0.89712590,315.00003052
50.32000000,0.89712590,315.00003052
50.34000000,0.89712590,321.42858887
50.36000000,0.89712590,327.85717773
50.38000000,0.89712590,334.28573608
50.40000000,0.67933273,334.28573608
50.42000000,0.67933273,340.71432495
50.44000000,0.67933273,327.85717773
50.46000000,0.67933273,321.42858887
50.48000000,0.67933273,315.00003052
50.50000000,0.67933273,315.00003052
50.52000000,0.67933273,302.14288330
50.54000000,0.67933273,302.14288330
50.56000000,0.89712590,295.71432495
50.58000000,0.89712590,295.71432495
50.60000000,0.89712590,302.14288330
50.62000000,0.89712590,308.57144165
50.64000000,0.89712590,315.00003052
50.66000000,0.89712590,327.85717773
50.68000000,0.89712590,327.85717773
50.70000000,0.89712590,334.28573608
50.72000000,0.89712590,334.28573608
50.74000000,0.89712590,340.71432495
50.76000000,0.89712590,340.71432495
50.78000000,0.89712590,347.14288330
50.80000000,0.89712590,347.14288330
50.82000000,0.89712590,353.57144165
50.84000000,0.89712590,353.57144165
50.86000000,0.89712590,360.00003052
50.88000000,0.89712590,353.57144165
50.90000000,0.89712590,360.00003052
50.92000000,0.89712590,366.42858887
50.94000000,0.89712590,360.00003052
50.96000000,0.89712590,366.42858887
50.98000000,0.89712590,366.42858887
51.00000000,0.89712590,366.42858887
51.02000000,0.89712590,366.42858887
51.04000000,0.67933273,366.42858887
51.06000000,0.67933273,366.42858887
51.08000000,0.67933273,347.14288330
51.10000000,0.67933273,347.14288330
51.12000000,0.67933273,340.71432495
51.14000000,0.67933273,327.85717773
51.16000000,0.67933273,327.85717773
51.18000000,0.67933273,321.42858887
51.20000000,0.89712590,315.00003052
51.22000000,0.89712590,315.00003052
51.24000000,0.89712590,327.85717773
51.26000000,0.89712590,334.28573608
51.28000000,0.89712590,340.71432495
51.30000000,0.89712590,340.71432495
51.32000000,0.89712590,347.14288330
51.34000000,0.89712590,347.14288330
51.36000000,0.67933273,353.57144165
51.38000000,0.67933273,353.57144165
51.40000000,0.67933273,340.71432495
51.42000000,0.67933273,334.28573608
51.44000000,0.67933273,334.28573608
51.46000000,0.67933273,327.85717773
51.48000000,0.67933273,315.00003052
51.50000000,0.67933273,321.42858887
51.52000000,0.67933273,308.57144165
51.54000000,0.67933273,308.57144165
51.56000000,0.67933273,308.57144165
51.58000000,0.67933273,295.71432495
51.60000000,0.67933273,302.14288330
51.62000000,0.67933273,295.71432495
51.64000000,0.67933273,289.28573608
51.66000000,0.67933273,295.71432495
51.68000000,0.89712590,289.28573608
51.70000000,0.89712590,295.71432495
51.72000000,0.89712590,308.57144165
51.74000000,0.89712590,308.57144165
51.76000000,0.89712590,321.42858887
51.78000000,0.89712590,327.85717773
51.80000000,0.89712590,334.28573608
51.82000000,0.89712590,340.71432495
51.84000000,0.89712590,340.71432495
51.86000000,0.89712590,347.14288330
51.88000000,0.89712590,353.57144165
51.90000000,0.89712590,353.57144165
51.92000000,0.89712590,360.00003052
51.94000000,0.89712590,353.57144165
51.96000000,0.89712590,360.00003052
51.98000000,0.89712590,360.00003052
52.00000000,0.67933273,360.00003052
52.02000000,0.67933273,366.42858887
52.04000000,0.67933273,347.14288330
52.06000000,0.67933273,340.71432495
52.08000000,0.67933273,334.28573608
52.10000000,0.67933273,334.28573608
52.12000000,0.67933273,327.85717773
52.14000000,0.67933273,321.42858887
52.16000000,0.67933273,321.42858887
52.18000000,0.67933273,315.00003052
52.20000000,0.67933273,308.57144165
52.22000000,0.67933273,308.57144165
52.24000000,0.67933273,308.57144165
52.26000000,0.67933273,302.14288330
52.28000000,0.67933273,308.57144165
52.30000000,0.67933273,295.71432495
52.32000000,0.67933273,302.14288330
52.34000000,0.67933273,302.14288330
52.36000000,0.67933273,295.71432495
52.38000000,0.67933273,295.71432495
52.40000000,0.67933273,295.71432495
52.42000000,0.67933273,302.14288330
52.44000000,0.67933273,302.14288330
52.46000000,0.67933273,295.71432495
52.48000000,0.89712590,302.14288330
52.50000000,0.89712590,302.14288330
52.52000000,0.89712590,321.42858887
52.54000000,0.89712590,321.42858887
52.56000000,0.89712590,327.85717773
52.58000000,0.89712590,334.28573608
52.60000000,0.89712590,334.28573608
52.62000000,0.89712590,347.14288330
52.64000000,0.67933273,353.57144165
52.66000000,0.67933273,347.14288330
52.68000000,0.67933273,347.14288330
52.70000000,0.67933273,334.28573608
52.72000000,0.67933273,334.28573608
52.74000000,0.67933273,327.85717773
52.76000000,0.67933273,321.42858887
52.78000000,0.67933273,321.42858887
52.80000000,0.89712590,321.42858887
52.82000000,0.89712590,315.00003052
52.84000000,0.89712590,321.42858887
52.86000000,0.89712590,334.28573608
52.88000000,0.89712590,340.71432495
52.90000000,0.89712590,340.71432495
52.92000000,0.89712590,353.57144165
52.94000000,0.89712590,353.57144165
52.96000000,0.89712590,353.57144165
52.98000000,0.89712590,360.00003052
53.00000000,0.89712590,366.42858887
53.02000000,0.89712590,360.00003052
53.04000000,0.89712590,366.42858887
53.06000000,0.89712590,366.42858887
53.08000000,0.89712590,372.85717773
53.10000000,0.89712590,372.85717773
53.12000000,0.67933273,366.42858887
53.14000000,0.67933273,366.42858887
53.16000000,0.67933273,360.00003052
53.18000000,0.67933273,353.57144165
53.20000000,0.67933273,347.14288330
53.22000000,0.67933273,334.28573608
53.24000000,0.67933273,334.28573608
53.26000000,0.67933273,334.28573608
53.28000000,0.67933273,321.42858887
53.30000000,0.67933273,321.42858887
53.32000000,0.67933273,321.42858887
53.34000000,0.67933273,315.00003052
53.36000000,0.67933273,315.00003052
53.38000000,0.67933273,308.57144165
53.40000000,0.67933273,302.14288330
53.42000000,0.67933273,308.57144165
53.44000000,0.67933273,302.14288330
53.46000000,0.67933273,302.14288330
53.48000000,0.67933273,302.14288330
53.50000000,0.67933273,295.71432495
53.52000000,0.67933273,295.71432495
53.54000000,0.67933273,295.71432495
53.56000000,0.67933273,302.14288330
53.58000000,0.67933273,295.71432495
53.60000000,0.67933273,295.71432495
53.62000000,0.67933273,289.28573608
53.64000000,0.67933273,295.71432495
53.66000000,0.67933273,289.28573608
53.68000000,0.67933273,295.71432495
53.70000000,0.67933273,289.28573608
53.72000000,0.67933273,295.71432495
53.74000000,0.67933273,289.28573608
53.76000000,0.67933273,289.28573608
53.78000000,0.67933273,295.71432495
53.80000000,0.67933273,289.28573608
53.82000000,0.67933273,289.28573608
53.84000000,0.67933273,295.71432495
53.86000000,0.67933273,282.85714722
53.88000000,0.67933273,295.71432495
53.90000000,0.67933273,289.28573608
53.92000000,0.67933273,289.28573608
53.94000000,0.67933273,295.71432495
53.96000000,0.67933273,289.28573608
53.98000000,0.67933273,289.28573608
54.00000000,0.67933273,289.28573608
54.02000000,0.67933273,289.28573608
54.04000000,0.67933273,289.28573608
54.06000000,0.67933273,289.28573608
54.08000000,0.89712590,289.28573608
54.10000000,0.89712590,295.71432495
54.12000000,0.89712590,302.14288330
54.14000000,0.89712590,315.00003052
54.16000000,0.89712590,321.42858887
54.18000000,0.89712590,327.85717773
54.20000000,0.89712590,334.28573608
54.22000000,0.89712590,340.71432495
54.24000000,0.67933273,340.71432495
54.26000000,0.67933273,347.14288330
54.28000000,0.67933273,334.28573608
54.30000000,0.67933273,327.85717773
54.32000000,0.67933273,327.85717773
54.34000000,0.67933273,321.42858887
54.36000000,0.67933273,315.00003052
54.38000000,0.67933273,315.00003052
54.40000000,0.89712590,308.57144165
54.42000000,0.89712590,308.57144165
54.44000000,0.89712590,321.42858887
54.46000000,0.89712590,327.85717773
54.48000000,0.89712590,327.85717773
54.50000000,0.89712590,340.71432495
54.52000000,0.89712590,340.71432495
54.54000000,0.89712590,347.14288330
54.56000000,0.67933273,347.14288330
54.58000000,0.67933273,347.14288330
